seed,method,n_params,budget,best_loss,fill_kind,is_approx,confidence,run_total_evals,run_final_loss,stop_reason,approx_run,case
42,GPU-DE,10,5000,1.4952044519608307,approx_hold_final,True,0.6,3300,1.4952044519608307,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,10P_118_150_154_167_181_188_190_194_200_203
42,GPU-DE,20,1000,1.1528272361895038,observed,False,1.0,14200,0.7779678919094191,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,20P_seed42
42,GPU-DE,20,2000,0.9618566722162843,observed,False,1.0,14200,0.7779678919094191,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,20P_seed42
42,GPU-DE,20,5000,0.8421358287766363,observed,False,1.0,14200,0.7779678919094191,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,20P_seed42
42,GPU-DE,40,1000,1.3434499276136411,observed,False,1.0,16100,0.3044488531042154,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,40P_seed42
42,GPU-DE,40,2000,0.5947245244234539,observed,False,1.0,16100,0.3044488531042154,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,40P_seed42
42,GPU-DE,40,5000,0.3860358660428696,observed,False,1.0,16100,0.3044488531042154,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,40P_seed42
42,GPU-DE,80,1000,7.993826307081504,observed,False,1.0,7000,1.1657257699768875,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,80P_seed42
42,GPU-DE,80,2000,6.769332898641888,observed,False,1.0,7000,1.1657257699768875,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,80P_seed42
42,GPU-DE,80,5000,1.1657257699768875,observed,False,1.0,7000,1.1657257699768875,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,80P_seed42
42,GPU-DE,120,1000,11.259013544549214,observed,False,1.0,8150,2.826230595795527,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,120P_seed42
42,GPU-DE,120,2000,7.838346790727349,observed,False,1.0,8150,2.826230595795527,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,120P_seed42
42,GPU-DE,120,5000,3.6752320121259707,observed,False,1.0,8150,2.826230595795527,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,120P_seed42
42,GPU-DE,160,1000,1.3053832071461249,observed,False,1.0,4700,0.9619051625421089,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,160P_seed42
42,GPU-DE,160,2000,1.3053832071461249,observed,False,1.0,4700,0.9619051625421089,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,160P_seed42
42,GPU-DE,160,5000,0.9619051625421088,approx_hold_final,True,0.6,4700,0.9619051625421089,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,160P_seed42
42,GPU-DE,210,1000,19.78105712966454,observed,False,1.0,12400,0.8995444344596738,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,210P_seed42
42,GPU-DE,210,2000,9.170666182491578,observed,False,1.0,12400,0.8995444344596738,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,210P_seed42
42,GPU-DE,210,5000,1.205173236457573,observed,False,1.0,12400,0.8995444344596738,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,210P_seed42
